school_year,school_year_offset,sis_user_id,student_label,grade_level,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,attendance_category,attendance_probability,boy_assignment_label,eoy_assignment_label,boy_score,eoy_score,present_boy,present_eoy,modeled_eoy_growth_delta,posterior_readiness_after_eoy,latent_readiness_after_boy,latent_readiness_after_eoy,latent_eoy_transition_delta,eoy_generation_mode,eoy_transition_type,eoy_academic_profile_status,observed_growth_delta,academic_profile_status
2029-2030,4,SYN-SIS-000312,Synthetic Student 312,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y04-SEC-025,AP Calculus BC - Synthetic Section 05-25,TCH-005,Teacher 05,normal,0.9103,Assignment 09,Assignment 10,74.43,78.84,true,true,4.41,77.693,76.8279,76.4419,-0.386,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,4.409999999999997,updated_assignment_10
2029-2030,4,SYN-SIS-000313,Synthetic Student 313,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y04-SEC-025,AP Calculus BC - Synthetic Section 05-25,TCH-005,Teacher 05,high,0.9955,Assignment 09,Assignment 10,28.37,20.68,true,true,-7.69,22.6176,23.0573,24.8477,1.7904,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,-7.690000000000001,updated_assignment_10
2029-2030,4,SYN-SIS-000320,Synthetic Student 320,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-021,AP Calculus AB - Synthetic Section 05-21,TCH-005,Teacher 05,high,0.9935,Assignment 09,Assignment 10,38.55,45.19,true,true,6.64,44.7431,42.5229,47.2292,4.7063,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,6.640000000000001,updated_assignment_10
2029-2030,4,SYN-SIS-000331,Synthetic Student 331,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-021,AP Calculus AB - Synthetic Section 05-21,TCH-005,Teacher 05,high,0.9799,Assignment 09,Assignment 10,51.64,55.39,true,true,3.75,54.9255,49.6363,54.8399,5.2036,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,3.75,updated_assignment_10
2029-2030,4,SYN-SIS-000333,Synthetic Student 333,12,MATH-PRECALC,Precalculus,regular,Y04-SEC-018,Precalculus - Synthetic Section 05-18,TCH-004,Teacher 04,normal,0.9132,Assignment 09,Assignment 10,0.0,58.32,false,true,5.4,57.2274,48.1671,58.366,10.1989,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,,updated_assignment_10
2029-2030,4,SYN-SIS-000337,Synthetic Student 337,12,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y04-SEC-026,Beyond Core Math Sequence - Synthetic Section 05-26,TCH-004,Teacher 04,at_risk,0.7931,Assignment 09,Assignment 10,40.92,0.0,true,false,,,39.5529,44.0848,4.5319,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2029-2030,4,SYN-SIS-000340,Synthetic Student 340,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y04-SEC-025,AP Calculus BC - Synthetic Section 05-25,TCH-005,Teacher 05,high,0.9834,Assignment 09,Assignment 10,71.3,76.54,true,true,5.24,75.2728,70.0293,77.3127,7.2834,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,5.240000000000009,updated_assignment_10
2029-2030,4,SYN-SIS-000343,Synthetic Student 343,12,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-014,AP Precalculus - Synthetic Section 05-14,TCH-004,Teacher 04,normal,0.9393,Assignment 09,Assignment 10,59.6,74.53,true,true,14.93,72.2019,65.2425,72.9961,7.7536,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,14.93,updated_assignment_10
2029-2030,4,SYN-SIS-000344,Synthetic Student 344,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-021,AP Calculus AB - Synthetic Section 05-21,TCH-005,Teacher 05,high,0.9925,Assignment 09,Assignment 10,34.77,39.73,true,true,4.96,39.4329,30.9218,39.0382,8.1164,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,4.959999999999994,updated_assignment_10
2029-2030,4,SYN-SIS-000349,Synthetic Student 349,11,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-011,Honors Algebra 2 - Synthetic Section 05-11,TCH-003,Teacher 03,normal,0.9039,Assignment 09,Assignment 10,61.01,60.77,true,true,-0.24,60.4954,59.5537,58.574,-0.9797,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,-0.23999999999999488,updated_assignment_10
2029-2030,4,SYN-SIS-000352,Synthetic Student 352,11,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-014,AP Precalculus - Synthetic Section 05-14,TCH-004,Teacher 04,normal,0.9534,Assignment 09,Assignment 10,64.63,68.68,true,true,4.05,67.8659,65.9317,70.1411,4.2094,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,4.050000000000011,updated_assignment_10
2029-2030,4,SYN-SIS-000355,Synthetic Student 355,11,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-016,AP Precalculus - Synthetic Section 05-16,TCH-004,Teacher 04,normal,0.9375,Assignment 09,Assignment 10,63.25,62.93,true,true,-0.32,62.7919,63.3929,64.9742,1.5813,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,-0.3200000000000003,updated_assignment_10
2029-2030,4,SYN-SIS-000358,Synthetic Student 358,11,MATH-PRECALC,Precalculus,regular,Y04-SEC-019,Precalculus - Synthetic Section 05-19,TCH-003,Teacher 03,high,0.9758,Assignment 09,Assignment 10,48.45,53.85,true,true,5.4,53.0556,45.6226,51.7517,6.1291,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,5.399999999999999,updated_assignment_10
2029-2030,4,SYN-SIS-000364,Synthetic Student 364,11,MATH-ALG2,Algebra 2,regular,Y04-SEC-009,Algebra 2 - Synthetic Section 05-09,TCH-002,Teacher 02,high,0.9904,Assignment 09,Assignment 10,16.28,27.09,true,true,10.81,26.438,22.0441,28.9796,6.9355,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,10.809999999999999,updated_assignment_10
2029-2030,4,SYN-SIS-000369,Synthetic Student 369,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-020,AP Calculus AB - Synthetic Section 05-20,TCH-005,Teacher 05,high,0.9432,Assignment 09,Assignment 10,53.29,52.16,true,true,-1.13,52.3354,52.8689,52.8007,-0.0682,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,-1.1300000000000026,updated_assignment_10
2029-2030,4,SYN-SIS-000370,Synthetic Student 370,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-022,AP Calculus AB - Synthetic Section 05-22,TCH-005,Teacher 05,normal,0.9456,Assignment 09,Assignment 10,37.49,47.68,true,true,10.19,46.4571,37.9848,44.4323,6.4475,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,10.189999999999998,updated_assignment_10
2029-2030,4,SYN-SIS-000377,Synthetic Student 377,11,MATH-PRECALC,Precalculus,regular,Y04-SEC-018,Precalculus - Synthetic Section 05-18,TCH-004,Teacher 04,normal,0.9433,Assignment 09,Assignment 10,18.99,30.12,true,true,11.13,29.1915,18.2765,26.7357,8.4592,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,11.130000000000003,updated_assignment_10
2029-2030,4,SYN-SIS-000379,Synthetic Student 379,11,MATH-PRECALC,Precalculus,regular,Y04-SEC-017,Precalculus - Synthetic Section 05-17,TCH-003,Teacher 03,high,0.9864,Assignment 09,Assignment 10,48.23,57.8,true,true,9.57,56.3984,50.3226,55.5945,5.2719,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,9.57,updated_assignment_10
2029-2030,4,SYN-SIS-000388,Synthetic Student 388,11,MATH-PRECALC,Precalculus,regular,Y04-SEC-017,Precalculus - Synthetic Section 05-17,TCH-003,Teacher 03,high,0.9939,Assignment 09,Assignment 10,42.13,51.11,true,true,8.98,49.9026,45.6887,54.5013,8.8126,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,8.979999999999997,updated_assignment_10
2029-2030,4,SYN-SIS-000391,Synthetic Student 391,11,MATH-PRECALC,Precalculus,regular,Y04-SEC-017,Precalculus - Synthetic Section 05-17,TCH-003,Teacher 03,normal,0.9393,Assignment 09,Assignment 10,45.77,0.0,true,false,,,44.6112,50.9973,6.3861,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2029-2030,4,SYN-SIS-000408,Synthetic Student 408,11,MATH-PRECALC,Precalculus,regular,Y04-SEC-019,Precalculus - Synthetic Section 05-19,TCH-003,Teacher 03,high,0.982,Assignment 09,Assignment 10,43.13,49.04,true,true,5.91,48.3278,43.2757,48.7017,5.426,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,5.909999999999997,updated_assignment_10
2029-2030,4,SYN-SIS-000409,Synthetic Student 409,11,MATH-PRECALC,Precalculus,regular,Y04-SEC-019,Precalculus - Synthetic Section 05-19,TCH-003,Teacher 03,normal,0.9322,Assignment 09,Assignment 10,0.0,61.13,false,true,13.05,59.2392,53.5087,60.4526,6.9439,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,,updated_assignment_10
2029-2030,4,SYN-SIS-000416,Synthetic Student 416,10,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-015,AP Precalculus - Synthetic Section 05-15,TCH-004,Teacher 04,at_risk,0.7206,Assignment 09,Assignment 10,40.17,42.93,true,true,2.76,42.7625,33.2952,40.8134,7.5182,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,2.759999999999998,updated_assignment_10
2029-2030,4,SYN-SIS-000434,Synthetic Student 434,10,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,high,0.9922,Assignment 09,Assignment 10,38.54,41.21,true,true,2.67,41.0189,34.8871,42.6713,7.7842,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,2.6700000000000017,updated_assignment_10
2029-2030,4,SYN-SIS-000454,Synthetic Student 454,10,MATH-ALG2,Algebra 2,regular,Y04-SEC-010,Algebra 2 - Synthetic Section 05-10,TCH-002,Teacher 02,high,0.9923,Assignment 09,Assignment 10,45.46,56.3,true,true,10.84,54.6265,43.2832,51.6357,8.3525,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,10.839999999999996,updated_assignment_10
2029-2030,4,SYN-SIS-000460,Synthetic Student 460,10,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,high,0.9806,Assignment 09,Assignment 10,35.37,39.66,true,true,4.29,39.2882,34.6667,40.2813,5.6146,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,4.289999999999999,updated_assignment_10
2029-2030,4,SYN-SIS-000467,Synthetic Student 467,10,MATH-GEOM,Geometry,regular,Y04-SEC-003,Geometry - Synthetic Section 05-03,TCH-002,Teacher 02,normal,0.9356,Assignment 09,Assignment 10,22.99,33.39,true,true,10.4,32.3652,23.0162,30.5679,7.5517,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,10.400000000000002,updated_assignment_10
2029-2030,4,SYN-SIS-000471,Synthetic Student 471,10,MATH-ALG2,Algebra 2,regular,Y04-SEC-008,Algebra 2 - Synthetic Section 05-08,TCH-002,Teacher 02,normal,0.9068,Assignment 09,Assignment 10,32.54,38.73,true,true,6.19,38.2479,35.1336,38.3875,3.2539,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,6.189999999999998,updated_assignment_10
2029-2030,4,SYN-SIS-000476,Synthetic Student 476,10,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-016,AP Precalculus - Synthetic Section 05-16,TCH-004,Teacher 04,normal,0.9337,Assignment 09,Assignment 10,40.23,0.0,true,false,,,41.8441,44.2174,2.3733,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2029-2030,4,SYN-SIS-000484,Synthetic Student 484,10,MATH-ALG2,Algebra 2,regular,Y04-SEC-008,Algebra 2 - Synthetic Section 05-08,TCH-002,Teacher 02,high,0.9843,Assignment 09,Assignment 10,21.39,27.64,true,true,6.25,27.3774,19.6166,27.3822,7.7656,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,6.25,updated_assignment_10
2029-2030,4,SYN-SIS-000491,Synthetic Student 491,9,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,high,0.9665,Assignment 09,Assignment 10,14.14,27.64,true,true,13.5,26.8951,18.79,29.0018,10.2118,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,13.5,updated_assignment_10
2029-2030,4,SYN-SIS-000494,Synthetic Student 494,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-013,Honors Algebra 2 - Synthetic Section 05-13,TCH-003,Teacher 03,high,0.9928,Assignment 09,Assignment 10,35.72,43.52,true,true,7.8,42.8906,34.92,45.2197,10.2997,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,7.800000000000004,updated_assignment_10
2029-2030,4,SYN-SIS-000501,Synthetic Student 501,9,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-015,AP Precalculus - Synthetic Section 05-15,TCH-004,Teacher 04,high,0.9761,Assignment 09,Assignment 10,26.02,36.2,true,true,10.18,35.713,32.42,41.9698,9.5498,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,10.180000000000003,updated_assignment_10
2029-2030,4,SYN-SIS-000511,Synthetic Student 511,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-002,Algebra 1 - Synthetic Section 05-02,TCH-001,Teacher 01,normal,0.9128,Assignment 09,Assignment 10,20.53,28.12,true,true,7.59,28.0126,25.32,29.7662,4.4462,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,7.59,updated_assignment_10
2029-2030,4,SYN-SIS-000512,Synthetic Student 512,9,MATH-GEOM,Geometry,regular,Y04-SEC-003,Geometry - Synthetic Section 05-03,TCH-002,Teacher 02,normal,0.9464,Assignment 09,Assignment 10,22.42,30.55,true,true,8.13,30.2762,20.81,30.0233,9.2133,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,8.129999999999999,updated_assignment_10
2029-2030,4,SYN-SIS-000513,Synthetic Student 513,9,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,normal,0.9489,Assignment 09,Assignment 10,12.91,16.09,true,true,3.18,17.0003,8.54,12.8473,4.3073,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,3.1799999999999997,updated_assignment_10
2029-2030,4,SYN-SIS-000515,Synthetic Student 515,9,MATH-GEOM,Geometry,regular,Y04-SEC-006,Geometry - Synthetic Section 05-06,TCH-002,Teacher 02,normal,0.9471,Assignment 09,Assignment 10,29.22,41.47,true,true,12.25,40.2594,31.22,41.275,10.055,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,12.25,updated_assignment_10
2029-2030,4,SYN-SIS-000517,Synthetic Student 517,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-011,Honors Algebra 2 - Synthetic Section 05-11,TCH-003,Teacher 03,normal,0.9247,Assignment 09,Assignment 10,46.94,51.59,true,true,4.65,50.9586,44.07,50.4086,6.3386,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,4.650000000000006,updated_assignment_10
2029-2030,4,SYN-SIS-000519,Synthetic Student 519,9,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-016,AP Precalculus - Synthetic Section 05-16,TCH-004,Teacher 04,high,0.9918,Assignment 09,Assignment 10,46.2,49.14,true,true,2.94,48.8938,44.24,51.8621,7.6221,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,2.9399999999999977,updated_assignment_10
2029-2030,4,SYN-SIS-000520,Synthetic Student 520,9,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,normal,0.9393,Assignment 09,Assignment 10,60.74,62.86,true,true,2.12,61.8425,59.21,59.3258,0.1158,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,2.1199999999999974,updated_assignment_10
2029-2030,4,SYN-SIS-000521,Synthetic Student 521,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-002,Algebra 1 - Synthetic Section 05-02,TCH-001,Teacher 01,normal,0.8931,Assignment 09,Assignment 10,58.76,64.08,true,true,5.32,62.6526,55.36,61.2214,5.8614,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,5.32,updated_assignment_10
2029-2030,4,SYN-SIS-000522,Synthetic Student 522,9,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,normal,0.9099,Assignment 09,Assignment 10,33.08,38.55,true,true,5.47,38.2226,31.84,36.838,4.998,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,5.469999999999999,updated_assignment_10
2029-2030,4,SYN-SIS-000523,Synthetic Student 523,9,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,high,0.9393,Assignment 09,Assignment 10,20.56,30.06,true,true,9.5,29.6549,17.94,25.8685,7.9285,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,9.5,updated_assignment_10
2029-2030,4,SYN-SIS-000531,Synthetic Student 531,9,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,normal,0.9361,Assignment 09,Assignment 10,21.85,31.83,true,true,9.98,31.294,21.62,30.9168,9.2968,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,9.979999999999997,updated_assignment_10
2029-2030,4,SYN-SIS-000541,Synthetic Student 541,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-001,Algebra 1 - Synthetic Section 05-01,TCH-001,Teacher 01,high,0.9951,Assignment 09,Assignment 10,34.84,41.55,true,true,6.71,40.9532,34.76,41.3954,6.6354,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,6.709999999999994,updated_assignment_10
2030-2031,5,SYN-SIS-000353,Synthetic Student 353,12,MATH-PRECALC,Precalculus,regular,Y05-SEC-018,Precalculus - Synthetic Section 06-18,TCH-003,Teacher 03,normal,0.9204,Assignment 11,Assignment 12,33.56,37.0,true,true,3.44,37.0102,32.9794,37.0204,4.041,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,3.4399999999999977,updated_assignment_12
2030-2031,5,SYN-SIS-000370,Synthetic Student 370,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y05-SEC-023,AP Calculus BC - Synthetic Section 06-23,TCH-005,Teacher 05,normal,0.9456,Assignment 11,Assignment 12,43.58,43.83,true,true,0.25,44.1786,41.3196,46.5078,5.1882,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,0.25,updated_assignment_12
2030-2031,5,SYN-SIS-000383,Synthetic Student 383,12,MATH-PRECALC,Precalculus,regular,Y05-SEC-018,Precalculus - Synthetic Section 06-18,TCH-003,Teacher 03,normal,0.8691,Assignment 11,Assignment 12,42.69,42.56,true,true,-0.13,42.7004,42.4146,45.4373,3.0227,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,-0.12999999999999545,updated_assignment_12
2030-2031,5,SYN-SIS-000385,Synthetic Student 385,12,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y05-SEC-025,Beyond Core Math Sequence - Synthetic Section 06-25,TCH-004,Teacher 04,normal,0.9591,Assignment 11,Assignment 12,67.51,70.98,true,true,3.47,70.1863,69.2569,71.8896,2.6327,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,3.469999999999999,updated_assignment_12
2030-2031,5,SYN-SIS-000386,Synthetic Student 386,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-021,AP Calculus AB - Synthetic Section 06-21,TCH-005,Teacher 05,normal,0.946,Assignment 11,Assignment 12,33.9,46.66,true,true,12.76,45.4635,34.7274,40.7474,6.02,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,12.759999999999998,updated_assignment_12
2030-2031,5,SYN-SIS-000392,Synthetic Student 392,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-021,AP Calculus AB - Synthetic Section 06-21,TCH-005,Teacher 05,high,0.9891,Assignment 11,Assignment 12,40.08,53.63,true,true,13.55,51.9978,38.4309,47.9426,9.5117,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,13.550000000000004,updated_assignment_12
2030-2031,5,SYN-SIS-000395,Synthetic Student 395,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-021,AP Calculus AB - Synthetic Section 06-21,TCH-005,Teacher 05,normal,0.9684,Assignment 11,Assignment 12,39.72,50.22,true,true,10.5,49.1484,40.2227,46.3263,6.1036,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,10.5,updated_assignment_12
2030-2031,5,SYN-SIS-000396,Synthetic Student 396,12,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y05-SEC-025,Beyond Core Math Sequence - Synthetic Section 06-25,TCH-004,Teacher 04,at_risk,0.6697,Assignment 11,Assignment 12,0.0,85.18,false,true,1.04,84.1426,85.3396,86.2339,0.8943,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_12,,updated_assignment_12
